date,time,merchant_raw,amount_chf,payer,category,moment
2025-06-05,07:19,SBB CFF FFS,88.12,Ada,Transport,everyday
2025-06-05,10:54,Aeroporto Taxi KOPENHAGEN 7544 NO. 60948810,89.57,Bruno,Transport,trip
2025-06-05,15:04,Ikea Dietlikon NO. 30720455,216.38,Noemi,Home,everyday
2025-06-05,15:28,migros mm zuerich hb SCHWEIZ,24.52,Noemi,Groceries,everyday
2025-06-05,21:42,swiss international air lines ST GALLEN TRX 74158929,208.88,Noemi,Travel,trip
2025-06-06,03:56,FITNESSPARK ABO CARD*2163,88.24,Ada,Subscriptions,everyday
2025-06-06,05:01,icloud,2.90,Ada,Subscriptions,everyday
2025-06-06,07:05,ZVV //WINTERTHUR,3.10,Bruno,Transport,everyday
2025-06-06,09:09,MIGROS,20.46,Bruno,Groceries,date_night
2025-06-06,19:00,ALDI SUISSE,46.82,Noemi,Groceries,everyday
2025-06-06,19:17,Migros Mm Zuerich Hb ZUERICH WIEDIKON 19.08.26,32.13,Ada,Groceries,everyday
2025-06-06,19:32,SPAR EXPRESS //USTER,24.45,Ada,Groceries,everyday
2025-06-06,21:06,TIBITS 01.06.24 TRX 92750383,17.78,Noemi,Dining,everyday
2025-06-06,21:52,MUSEU NACIONAL,19.10,Bruno,Entertainment,trip
2025-06-07,12:25,IKEA DIETLIKON/ZURICH,762.70,Ada,Home,everyday
2025-06-07,16:28,DEPOT ZUERICH NR.8657,25.90,Ada,Home,everyday
2025-06-07,19:55,Taverna Mykonos KOPENHAGEN STORE4867,34.62,Noemi,Dining,trip
2025-06-07,20:04,TEATRO ROMANO,39.09,Ada,Entertainment,trip
2025-06-08,03:54,SWISSCOM,79.55,Noemi,Subscriptions,date_night
2025-06-08,06:18,HOTEL SCHWEIZERHOF //ZUERICH OERLIKON 06.01.25,479.03,Noemi,Travel,trip
2025-06-08,10:23,cafe spruengli SCHLIEREN,14.91,Ada,Cafes,everyday
2025-06-08,18:35,HALLENSTADION THALWIL STORE3557,218.84,Ada,Entertainment,date_night
2025-06-09,02:50,SALT MOBILE,50.68,Ada,Subscriptions,everyday
2025-06-09,07:19,Cafe Spruengli 04.03.25,20.31,Bruno,Cafes,everyday
2025-06-09,12:43,metzgerei angst ZUERICH OERLIKON NR.5087 SUISSE,44.69,Ada,Groceries,everyday
2025-06-09,16:14,BAECKEREI FISCHER ZUERICH OERLIKON,6.58,Bruno,Groceries,everyday
2025-06-09,16:16,spar express ZÜRICH CARD*4979,44.25,Bruno,Groceries,everyday
2025-06-09,19:47,COOP KLOTEN 2784 TID 38861020,28.14,Ada,Groceries,everyday
2025-06-10,05:34,NETFLIX 28.04.26,20.08,Bruno,Subscriptions,everyday
2025-06-10,07:57,SBB CFF FFS //ZURICH NO. 40212373,17.88,Ada,Transport,everyday
2025-06-10,11:42,ZEUGHAUSKELLER ZUERICH TID 84608545,61.45,Ada,Dining,everyday
2025-06-10,14:47,HOTEL BELLEVUE,201.40,Bruno,Travel,trip
2025-06-10,14:53,SWISS INTERNATIONAL AIR LINES 2627,256.52,Bruno,Travel,trip
2025-06-10,14:55,VICAFE LUZERN,5.40,Ada,Cafes,everyday
2025-06-11,03:06,SERAFE,111.44,Ada,Subscriptions,date_night
2025-06-11,10:52,BLUME 3000,37.40,Bruno,Gifts,gift
2025-06-11,18:35,BINDELLA RISTORANTE/LUZERN,71.78,Ada,Dining,date_night
2025-06-12,12:01,MOBILITY,36.06,Ada,Transport,everyday
2025-06-12,12:13,PFISTER MOEBEL,100.00,Noemi,Home,everyday
2025-06-12,13:16,CHRIST UHREN SCHMUCK WINTERTHUR,514.22,Ada,Gifts,gift
2025-06-12,13:36,vicafe,4.40,Bruno,Cafes,everyday
2025-06-13,03:54,SUNRISE,59.68,Ada,Subscriptions,everyday
2025-06-13,07:48,SBB CFF FFS,4.64,Ada,Transport,everyday
2025-06-13,10:52,MIGROS MM ZUERICH HB 27.06.25,12.90,Ada,Groceries,everyday
2025-06-13,17:51,GESCHENKIDEE CH DIETIKON REF 33449195 CARD*2340,92.92,Bruno,Gifts,gift
2025-06-13,19:53,HILTL 05.07.25,36.95,Ada,Dining,everyday
2025-06-14,12:33,Hornbach //ZURICH 19.07.25 REF 79148511,107.09,Bruno,Home,everyday
2025-06-14,15:08,COOP CARD*8934,43.89,Ada,Groceries,everyday
2025-06-14,18:18,aldi suisse,12.17,Bruno,Groceries,trip
2025-06-14,19:17,MIGROLINO 22.03.25,15.66,Bruno,Groceries,everyday
2025-06-14,19:20,swiss international air lines ZH 25.05.24,119.08,Bruno,Travel,trip
2025-06-15,13:23,KRONENHALLE USTER 03.10.24,169.62,Bruno,Dining,everyday
2025-06-15,21:06,RESTAURANT LINDE WALLISELLEN,70.44,Bruno,Dining,date_night
2025-06-16,08:07,COFFEE STOP NR.4189,6.56,Noemi,Cafes,everyday
2025-06-16,14:56,CAFE SPRUENGLI Thalwil STORE4014 08.02.26,24.04,Noemi,Cafes,everyday
2025-06-16,16:20,COOP PRONTO 07.04.24,11.31,Noemi,Groceries,gift
2025-06-16,19:43,ZOO ZUERICH WINTERTHUR,62.91,Noemi,Entertainment,everyday
2025-06-16,21:38,HILTL //WALLISELLEN,66.37,Noemi,Dining,everyday
2025-06-17,10:34,Migros,53.59,Bruno,Groceries,everyday
2025-06-17,11:00,Amavita Apotheke NO. 181371,29.10,Bruno,Health,everyday
2025-06-17,15:56,MOBILITY/SCHLIEREN 1609,117.91,Ada,Transport,everyday
2025-06-17,17:12,APOTHEKE ZUR ROSE,15.91,Noemi,Health,everyday
2025-06-17,19:24,KAUFLEUTEN STORE9890 26.03.26,21.51,Ada,Entertainment,everyday
2025-06-18,10:10,blume 3000/ZUERICH OERLIKON,44.65,Ada,Gifts,gift
2025-06-18,16:37,HALLENSTADION ZUERICH 12.07.24,98.56,Noemi,Entertainment,everyday
2025-06-18,18:58,COOP/DIETIKON,63.10,Bruno,Groceries,everyday
2025-06-19,08:38,SBB CFF FFS 03.08.26,7.53,Ada,Transport,everyday
2025-06-19,12:04,MIGROS THALWIL,97.84,Bruno,Groceries,everyday
2025-06-19,18:50,VOLG 18.06.25,32.53,Ada,Groceries,everyday
2025-06-20,07:39,POSTAUTO ZURICH 3183,5.66,Bruno,Transport,everyday
2025-06-20,14:35,MANOR //ST GALLEN CH,45.02,Ada,Gifts,gift
2025-06-20,20:48,Kebab House SCHLIEREN CARD*4437,44.27,Ada,Dining,everyday
2025-06-20,22:15,KINO RIFFRAFF LUZERN SUISSE,9.44,Bruno,Entertainment,everyday
2025-06-21,09:48,OBI BAUMARKT TRX 78010760,48.53,Bruno,Home,everyday
2025-06-21,15:51,CAFE BÄCKEREI ZEIT,9.49,Bruno,Cafes,everyday
2025-06-21,18:02,MARKTHALLE BASEL 24.06.24,33.07,Bruno,Groceries,everyday
2025-06-21,18:05,ALDI SUISSE FIL.5847,29.36,Bruno,Groceries,everyday
2025-06-21,18:40,RESTAURANT LINDE,55.09,Ada,Dining,date_night
2025-06-22,07:21,BLACK SHEEP 16.01.26 KD.NR 90405009,3.99,Ada,Cafes,everyday
2025-06-22,13:39,BURGER KING 17.06.26,14.99,Noemi,Dining,everyday
2025-06-22,20:13,RESTAURANT LINDE STORE8521,54.64,Ada,Dining,date_night
2025-06-23,08:50,APOTHEKE ZUR ROSE NR.9738,47.16,Bruno,Health,everyday
2025-06-24,17:20,LIDL SCHWEIZ //Zuerich Wiedikon FIL.3595 22.10.26 CARD*7683,14.17,Bruno,Groceries,everyday
2025-06-24,17:41,COOP PRONTO THALWIL 13.08.26,12.40,Bruno,Groceries,everyday
2025-06-25,10:21,bohemia cafe //WINTERTHUR,16.21,Bruno,Cafes,trip
2025-06-25,13:28,METZGEREI ANGST Winterthur 2584,28.30,Bruno,Groceries,everyday
2025-06-25,14:48,LIDL SCHWEIZ 17.12.24,19.93,Noemi,Groceries,everyday
2025-06-25,18:08,ZVV,8.85,Bruno,Transport,trip
2025-06-26,09:36,MIGROS,34.09,Ada,Groceries,everyday
2025-06-26,16:12,LANDI ST GALLEN 6369 25.07.26,20.01,Noemi,Home,everyday
2025-06-26,17:23,MIGROLINO FIL.9193 CARD*3631,9.12,Bruno,Groceries,trip
2025-06-26,17:49,Vbz Ticket DIETIKON CARD*7787,5.46,Noemi,Transport,everyday
2025-06-26,19:01,Opernhaus Zuerich,142.10,Bruno,Entertainment,date_night
2025-06-27,09:30,HORNBACH ZÜRICH CARD*4683,86.56,Ada,Home,everyday
2025-06-27,12:48,PHYSIOTHERAPIE SEEFELD //DIETIKON,124.27,Bruno,Health,everyday
2025-06-27,12:57,Kebab House 6170,19.09,Ada,Dining,everyday
2025-06-27,15:47,KINO ARENA,22.37,Bruno,Entertainment,everyday
2025-06-27,17:43,MIGROS 4163,21.36,Noemi,Groceries,everyday
2025-06-27,18:39,COOP PRONTO //DIETIKON,20.75,Noemi,Groceries,everyday
2025-06-28,16:25,Baeckerei Fischer ZH 03.08.24,10.68,Ada,Groceries,everyday
2025-06-28,21:22,ZEUGHAUSKELLER USTER,76.55,Noemi,Dining,date_night
2025-06-30,16:39,GLOBUS 09.02.24 CARD*2463,238.88,Ada,Gifts,gift
2025-06-30,17:59,SBB CFF FFS ZH TID 94299659,19.56,Ada,Transport,everyday
2025-06-30,19:25,DENNER ZUERICH OERLIKON,27.70,Noemi,Groceries,everyday
2025-07-01,05:20,SPOTIFY CH,12.97,Bruno,Subscriptions,everyday
2025-07-01,08:13,MIGROS,18.21,Bruno,Groceries,everyday
2025-07-01,08:14,VBZ TICKET 24.07.24,8.82,Noemi,Transport,everyday
2025-07-01,09:34,COOP BAU HOBBY,19.21,Bruno,Home,trip
2025-07-01,09:51,MIGROS //ZUERICH OERLIKON 02.04.25,53.57,Ada,Groceries,everyday
2025-07-01,13:21,HOTEL BELLEVUE/LUZERN NR.7129 12.03.24,349.65,Bruno,Travel,trip
2025-07-01,16:36,VOLG //ST GALLEN NR.8523,12.11,Noemi,Groceries,everyday
2025-07-01,18:58,COOP PRONTO ZH STORE8226,31.68,Ada,Groceries,everyday
2025-07-02,14:49,Hotel Bellevue CARD*4306,182.69,Noemi,Travel,trip
2025-07-02,16:42,SWISS TRAVEL ST GALLEN 26.02.24,84.66,Noemi,Travel,trip
2025-07-02,16:52,COOP BAU HOBBY,24.06,Noemi,Home,everyday
2025-07-02,19:49,KRONENHALLE ST GALLEN,136.28,Ada,Dining,date_night
2025-07-03,09:33,Coffee Stop //Zurich NR.319,4.74,Bruno,Cafes,everyday
2025-07-03,16:00,SHELL AUTOBAHN //DIETIKON,66.01,Ada,Transport,everyday
2025-07-03,16:09,VICAFE LUZERN SCHWEIZ,6.97,Ada,Cafes,everyday
2025-07-03,16:09,zvv,3.73,Ada,Transport,everyday
2025-07-03,19:19,COOP,19.60,Bruno,Groceries,everyday
2025-07-04,02:31,nzz abo NR.5513,39.02,Noemi,Subscriptions,everyday
2025-07-04,02:42,DISNEY PLUS KD.NR 25065160,15.90,Ada,Subscriptions,everyday
2025-07-04,07:20,STARBUCKS Basel,5.20,Noemi,Cafes,everyday
2025-07-04,09:34,Baeckerei Fischer NR.8651,9.36,Ada,Groceries,everyday
2025-07-04,21:16,KAUFLEUTEN,34.15,Noemi,Entertainment,date_night
2025-07-05,16:17,Blume 3000,50.44,Noemi,Gifts,gift
2025-07-06,03:03,ICLOUD,2.94,Ada,Subscriptions,everyday
2025-07-06,04:10,FITNESSPARK ABO,90.21,Noemi,Subscriptions,everyday
2025-07-06,18:18,COOP BAU HOBBY BERN 4088,45.73,Ada,Home,everyday
2025-07-06,18:32,Kronenhalle LUZERN,178.79,Ada,Dining,date_night
2025-07-07,09:00,volg FIL.7478,53.95,Noemi,Groceries,everyday
2025-07-08,02:49,SWISSCOM 05.01.26,80.03,Noemi,Subscriptions,everyday
2025-07-08,17:41,POSTAUTO ZURICH,9.40,Bruno,Transport,everyday
2025-07-08,19:13,COOP PRONTO TID 51267983,6.60,Bruno,Groceries,everyday
2025-07-08,19:39,SWISS INTERNATIONAL AIR LINES //THALWIL NR.7844,154.05,Noemi,Travel,trip
2025-07-08,21:20,Kaufleuten,34.97,Noemi,Entertainment,everyday
2025-07-09,04:48,salt mobile NR.7184,50.48,Noemi,Subscriptions,everyday
2025-07-09,09:16,swiss international air lines //WALLISELLEN,196.54,Bruno,Travel,trip
2025-07-09,19:16,RESTAURANT SANTA LUCIA SCHWEIZ,58.85,Bruno,Dining,trip
2025-07-10,04:19,Netflix,19.64,Noemi,Subscriptions,everyday
2025-07-10,07:35,VICAFE Wallisellen,2.94,Noemi,Cafes,everyday
2025-07-10,18:14,BAECKEREI FISCHER,8.75,Ada,Groceries,everyday
2025-07-11,04:48,SERAFE 02.05.25 REF 85753881,109.32,Noemi,Subscriptions,everyday
2025-07-11,14:39,KAUFLEUTEN/Zurich,34.19,Noemi,Entertainment,everyday
2025-07-11,16:17,SWISS INTERNATIONAL AIR LINES TRX 67977817,319.48,Noemi,Travel,trip
2025-07-11,18:36,CAFE SPRUENGLI,24.59,Noemi,Cafes,everyday
2025-07-11,19:51,Kino Riffraff,14.21,Ada,Entertainment,date_night
2025-07-12,08:30,COFFEE STOP BASEL,3.66,Noemi,Cafes,everyday
2025-07-12,11:08,PFISTER MOEBEL THALWIL CH,95.33,Bruno,Home,date_night
2025-07-12,12:01,Coop Pronto/Basel,13.42,Bruno,Groceries,everyday
2025-07-12,14:25,LANDI,29.98,Ada,Home,everyday
2025-07-12,14:43,CHRIST UHREN SCHMUCK //THALWIL,311.62,Noemi,Gifts,gift
2025-07-12,16:59,geschenkidee ch 7455,63.04,Noemi,Gifts,gift
2025-07-12,17:26,ALNATURA ZUERICH Schlieren,13.72,Bruno,Groceries,everyday
2025-07-13,04:29,SUNRISE,59.28,Ada,Subscriptions,everyday
2025-07-13,09:51,MIGROLINO,9.68,Bruno,Groceries,everyday
2025-07-14,07:53,Bolt Ride CARD*9328,25.26,Noemi,Transport,everyday
2025-07-14,08:09,Coop,14.35,Bruno,Groceries,everyday
2025-07-14,11:36,BÄCKEREI HUG,9.69,Noemi,Groceries,gift
2025-07-14,12:29,MIGROLINO/LUZERN NR.6798,17.41,Noemi,Groceries,everyday
2025-07-14,15:00,Apotheke Zur Rose //ZUERICH WIEDIKON 11.02.24,42.85,Bruno,Health,everyday
2025-07-14,15:35,CAFE BÄCKEREI ZEIT,9.84,Ada,Cafes,everyday
2025-07-14,19:07,ZVV,1.86,Ada,Transport,everyday
2025-07-14,21:18,AIRBNB PAYMENTS //DIETIKON FIL.4608 CH,274.43,Ada,Travel,trip
2025-07-15,16:35,COOP ZÜRICH 19.05.24,52.46,Ada,Groceries,everyday
2025-07-16,16:53,cafeteria eth NR.4605 TID 5670598,4.88,Bruno,Cafes,date_night
2025-07-16,17:07,MIGROLINO LUZERN,8.06,Ada,Groceries,trip
2025-07-17,12:03,IKEA DIETLIKON STORE8433,61.05,Bruno,Home,everyday
2025-07-17,12:51,Apotheke Zur Rose,21.14,Bruno,Health,everyday
2025-07-17,14:53,BP TANKSTELLE/Zuerich Wiedikon,29.42,Ada,Transport,everyday
2025-07-17,15:48,PFISTER MOEBEL USTER,70.67,Bruno,Home,everyday
2025-07-17,21:26,RESTAURANT ZUM GRUENEN GLAS TID 24726226,65.62,Ada,Dining,date_night
2025-07-18,08:02,MOBILITY //BERN 1096 11.07.24,123.62,Noemi,Transport,everyday
2025-07-18,13:43,SWISS CHUCHI 14.12.26,89.83,Ada,Dining,everyday
2025-07-18,16:20,BOOKING.COM/ZUERICH WIEDIKON 5411,475.26,Bruno,Travel,trip
2025-07-18,16:32,toppharm apotheke BASEL,33.97,Bruno,Health,everyday
2025-07-18,17:12,GLOBUS WALLISELLEN 2882,115.36,Ada,Gifts,gift
2025-07-19,11:41,INTERFLORA,31.20,Noemi,Gifts,gift
2025-07-19,13:16,COOP BAU HOBBY //LUZERN NR.1868,32.78,Noemi,Home,gift
2025-07-19,16:40,MIGROS NR.4587 CARD*4351,36.27,Bruno,Groceries,everyday
2025-07-19,18:37,MIGROS 09.09.25,19.04,Ada,Groceries,everyday
2025-07-19,20:48,tibits ZÜRICH,60.04,Ada,Dining,everyday
2025-07-20,13:08,KEBAB HOUSE,25.12,Ada,Dining,everyday
2025-07-20,19:35,HILTL,24.12,Ada,Dining,date_night
2025-07-20,21:21,KEBAB HOUSE,8.11,Bruno,Dining,everyday
2025-07-21,11:46,PHYSIOTHERAPIE SEEFELD 8379,88.99,Noemi,Health,everyday
2025-07-22,10:29,Sbb Cff Ffs Schlieren,36.35,Bruno,Transport,everyday
2025-07-22,16:02,BAECKEREI FISCHER BERN SUISSE,14.11,Noemi,Groceries,everyday
2025-07-22,19:23,COOP,39.49,Bruno,Groceries,everyday
2025-07-23,11:24,BOOKING.COM 01.11.26,99.19,Ada,Travel,trip
2025-07-23,14:39,MEDBASE ZH 20.10.26,30.50,Noemi,Health,everyday
2025-07-23,17:24,Pfister Moebel 25.02.24,487.15,Ada,Home,everyday
2025-07-23,17:47,Bäckerei Hug CARD*8202,7.87,Noemi,Groceries,everyday
2025-07-23,18:32,SBB CFF FFS/ZURICH,36.02,Bruno,Transport,everyday
2025-07-23,19:00,ALDI SUISSE,44.68,Noemi,Groceries,everyday
2025-07-23,19:03,Tibits ZUERICH TID 40003173,68.81,Noemi,Dining,everyday
2025-07-23,22:09,Kino Arena ZURICH 28.10.26 NO. 48424336,36.27,Noemi,Entertainment,date_night
2025-07-24,07:59,POSTAUTO ST GALLEN 16.09.26,11.38,Noemi,Transport,trip
2025-07-24,09:43,Black Sheep,3.54,Ada,Cafes,trip
2025-07-24,11:33,BINDELLA RISTORANTE 19.09.24,235.76,Ada,Dining,everyday
2025-07-24,12:58,PIZZERIA DA MICHELE FIL.3550 REF 77414148,36.38,Bruno,Dining,everyday
2025-07-24,16:24,MEDBASE,58.50,Ada,Health,everyday
2025-07-24,16:30,CHRIST UHREN SCHMUCK //ZUERICH,83.71,Bruno,Gifts,gift
2025-07-24,17:46,BLUME 3000,41.40,Ada,Gifts,everyday
2025-07-24,17:48,CHRIST UHREN SCHMUCK STORE6758,186.30,Ada,Gifts,gift
2025-07-24,17:48,Migros //ZÜRICH,36.51,Bruno,Groceries,gift
2025-07-24,19:21,burger king,13.02,Bruno,Dining,everyday
2025-07-25,07:31,SBB CFF FFS STORE1337 NO. 87193629,17.13,Bruno,Transport,everyday
2025-07-25,08:44,Migrolino 7718,7.07,Bruno,Groceries,everyday
2025-07-25,09:05,AIRBNB PAYMENTS 28.10.26,291.51,Ada,Travel,trip
2025-07-25,12:00,INTERFLORA ZUERICH WIEDIKON STORE3939 01.04.24,93.93,Bruno,Gifts,gift
2025-07-25,15:03,ZOO ZUERICH NO. 88887537,103.20,Ada,Entertainment,everyday
2025-07-25,19:51,Kebab House 04.10.24 SCHWEIZ,9.13,Bruno,Dining,everyday
2025-07-26,08:16,VOLG 21.04.24,6.17,Noemi,Groceries,everyday
2025-07-26,12:08,MIGROS ST GALLEN STORE3348,23.14,Ada,Groceries,everyday
2025-07-26,16:31,MIGROS 7384,19.23,Ada,Groceries,everyday
2025-07-26,17:35,BLUMENGALERIE SEEFELD //KLOTEN 4652,39.11,Noemi,Gifts,gift
2025-07-26,20:21,RESTAURANT LINDE Dietikon CARD*1555,80.94,Ada,Dining,date_night
2025-07-26,20:37,tibits,33.76,Noemi,Dining,everyday
2025-07-26,21:08,NOOCH ASIAN KITCHEN,28.15,Bruno,Dining,everyday
2025-07-26,21:53,HOTEL ADLER/ST GALLEN,117.89,Bruno,Travel,trip
2025-07-27,07:19,PARKHAUS HOHE PROMENADE/ZURICH,4.54,Bruno,Transport,everyday
2025-07-27,18:21,CAFE BÄCKEREI ZEIT 05.12.25,9.87,Ada,Cafes,everyday
2025-07-28,12:08,MEDBASE ZH STORE4130,70.38,Bruno,Health,everyday
2025-07-28,13:40,SBB RAILAWAY STORE2296,99.63,Ada,Travel,trip
2025-07-28,16:04,ALDI SUISSE Bern NR.3833 22.01.26,44.24,Ada,Groceries,everyday
2025-07-28,16:31,Dr Med Huber Praxis SCHLIEREN,213.53,Noemi,Health,everyday
2025-07-28,18:31,MANOR,58.73,Bruno,Gifts,gift
2025-07-29,09:58,BAECKEREI FISCHER CARD*9033,3.57,Noemi,Groceries,everyday
2025-07-29,13:15,DR MED HUBER PRAXIS //Kloten,221.26,Bruno,Health,everyday
2025-07-29,13:36,MANOR STORE3147 26.05.25,66.35,Noemi,Gifts,everyday
2025-07-29,18:35,SHELL AUTOBAHN/KLOTEN,236.93,Bruno,Transport,everyday
2025-07-30,13:29,BLACK SHEEP,2.28,Ada,Cafes,everyday
2025-07-30,15:26,Coop Bau Hobby/ZH 24.02.24,122.88,Bruno,Home,everyday
2025-07-30,18:25,Cafe Bäckerei Zeit KLOTEN FIL.1797,5.03,Ada,Cafes,everyday
2025-07-30,20:56,RESTAURANT LINDE,62.60,Noemi,Dining,date_night
2025-07-30,22:19,kino arena,32.43,Noemi,Entertainment,everyday
2025-07-31,08:05,Starbucks,10.09,Ada,Cafes,everyday
2025-07-31,09:16,Coop KLOTEN NR.9663,20.15,Noemi,Groceries,everyday
2025-07-31,09:29,amavita apotheke //BERN SCHWEIZ,16.71,Bruno,Health,everyday
2025-07-31,10:22,PARKHAUS HOHE PROMENADE ZH,14.38,Noemi,Transport,everyday
2025-07-31,12:11,MANOR,26.47,Ada,Gifts,gift
2025-07-31,14:10,migros STORE3716 20.06.24 CARD*4774,23.99,Noemi,Groceries,everyday
2025-07-31,16:27,MIGROS,59.59,Noemi,Groceries,everyday
2025-07-31,17:04,MANOR USTER,108.75,Bruno,Gifts,gift
2025-08-01,03:03,Spotify,12.99,Noemi,Subscriptions,date_night
2025-08-01,12:03,IKEA DIETLIKON ZUERICH,130.95,Bruno,Home,everyday
2025-08-01,18:25,Lidl Schweiz/Dietikon 11.12.25 NO. 84046477,18.86,Ada,Groceries,everyday
2025-08-01,20:41,KINO RIFFRAFF WALLISELLEN,20.56,Bruno,Entertainment,everyday
2025-08-01,20:56,KINO RIFFRAFF //ZUERICH WIEDIKON 17.02.24 KD.NR 48672874,22.36,Ada,Entertainment,date_night
2025-08-02,10:06,COOP PRONTO BASEL,13.16,Noemi,Groceries,everyday
2025-08-02,17:30,aldi suisse 6437 16.12.25,45.63,Bruno,Groceries,everyday
2025-08-02,19:27,Denner/WINTERTHUR,10.99,Ada,Groceries,everyday
2025-08-02,20:47,ZEUGHAUSKELLER Zuerich 14.04.25,86.59,Bruno,Dining,date_night
2025-08-03,12:49,SUSHI ZEN St Gallen,68.02,Noemi,Dining,everyday
2025-08-03,19:04,RESTAURANT SANTA LUCIA,100.78,Bruno,Dining,date_night
2025-08-03,21:51,booking.com ZUERICH OERLIKON FIL.1180 20.02.25,88.56,Noemi,Travel,trip
2025-08-04,02:16,DISNEY PLUS NR.8180,16.05,Bruno,Subscriptions,everyday
2025-08-04,02:30,NZZ ABO,38.82,Bruno,Subscriptions,everyday
2025-08-04,16:55,KINO ARENA //ZH REF 14990323,16.31,Bruno,Entertainment,everyday
2025-08-04,18:03,VBZ TICKET 5192 REF 99281087 CARD*8472,9.38,Ada,Transport,everyday
2025-08-04,18:06,Migros Mm Zuerich Hb DIETIKON NR.5269 06.04.25,11.39,Noemi,Groceries,everyday
2025-08-04,18:12,MIGROS,27.89,Noemi,Groceries,everyday
2025-08-04,18:18,Amavita Apotheke/SCHLIEREN NR.5463,37.51,Noemi,Health,date_night
2025-08-04,18:25,MIGROLINO Thalwil,10.43,Noemi,Groceries,everyday
2025-08-05,08:12,METRO TICKET,7.97,Ada,Transport,gift
2025-08-05,17:05,METRO TICKET STORE760,14.63,Bruno,Transport,trip
2025-08-05,19:08,RESTAURANT SANTA LUCIA/WALLISELLEN,41.84,Ada,Dining,everyday
2025-08-05,19:57,RESTAURANT LINDE ZUERICH WIEDIKON NO. 22897522,29.04,Noemi,Dining,date_night
2025-08-06,03:36,ICLOUD,2.94,Ada,Subscriptions,everyday
2025-08-06,04:27,FITNESSPARK ABO 11.04.25,88.78,Ada,Subscriptions,everyday
2025-08-06,07:43,SBB CFF FFS //ZÜRICH,17.19,Noemi,Transport,everyday
2025-08-06,08:11,COOP,54.33,Noemi,Groceries,everyday
2025-08-06,08:55,COOP WINTERTHUR,10.86,Bruno,Groceries,everyday
2025-08-06,09:08,VICAFE CARD*5469,4.16,Noemi,Cafes,everyday
2025-08-06,10:26,SOUVENIR SHOP HAMBURG DE FIL.1145,47.76,Bruno,Gifts,date_night
2025-08-06,12:32,VOLG WINTERTHUR 3584,8.93,Ada,Groceries,everyday
2025-08-06,14:46,SWISS INTERNATIONAL AIR LINES/ZÜRICH,650.01,Noemi,Travel,trip
2025-08-06,16:43,Bp Tankstelle 24.03.25,41.26,Bruno,Transport,everyday
2025-08-06,16:47,MOBILITY //KLOTEN,56.40,Ada,Transport,everyday
2025-08-06,17:08,mobility USTER 8621 20.07.26,18.61,Ada,Transport,everyday
2025-08-07,06:46,ZVV BERN,2.60,Noemi,Transport,everyday
2025-08-07,07:15,CITY BIKE RENT NR.841,13.26,Ada,Transport,everyday
2025-08-07,08:40,BOOKING.COM LUZERN CARD*6591,180.48,Bruno,Travel,trip
2025-08-07,11:04,Pfister Moebel,187.81,Noemi,Home,everyday
2025-08-07,11:16,MICASA/Zuerich Oerlikon REF 97191207,84.70,Bruno,Home,everyday
2025-08-07,12:18,MANOR 13.12.25,231.69,Noemi,Gifts,gift
2025-08-07,17:02,Orell Fuessli,33.68,Bruno,Gifts,gift
2025-08-07,17:40,BLUME 3000,182.07,Noemi,Gifts,gift
2025-08-07,20:36,TAVERNA MYKONOS/HAMBURG DE,63.80,Ada,Dining,everyday
2025-08-08,04:10,SWISSCOM 15.02.24,79.22,Noemi,Subscriptions,everyday
2025-08-08,07:41,Vicafe //ZUERICH WIEDIKON,4.51,Ada,Cafes,everyday
2025-08-08,10:47,Jumbo FIL.7041,61.00,Bruno,Home,everyday
2025-08-08,11:13,COOP //BASEL,33.87,Noemi,Groceries,everyday
2025-08-08,12:42,BÄCKEREI HUG LUZERN,11.33,Noemi,Groceries,everyday
2025-08-08,13:29,RENFE VIAJEROS STORE4817,27.69,Noemi,Transport,everyday
2025-08-08,17:47,KAFFEEHAUS SPERL 2937,9.08,Ada,Cafes,trip
2025-08-08,18:46,TRATTORIA DA NINO CH,41.86,Noemi,Dining,trip
2025-08-08,19:52,HOTEL BOAVISTA //LUGANO CH KD.NR 54777290,91.88,Noemi,Travel,trip
2025-08-08,21:21,burger king STORE309 NO. 38507125,15.85,Ada,Dining,everyday
2025-08-09,02:40,Salt Mobile,50.60,Bruno,Subscriptions,everyday
2025-08-09,11:52,DEPOT ZUERICH //ZUERICH OERLIKON,28.95,Bruno,Home,trip
2025-08-09,13:09,JELMOLI,329.64,Ada,Gifts,gift
2025-08-09,13:13,HORNBACH THALWIL STORE6460,25.91,Noemi,Home,everyday
2025-08-09,18:06,Metro Ticket,5.71,Bruno,Transport,trip
2025-08-09,18:33,SCHAUSPIELHAUS,111.77,Noemi,Entertainment,date_night
2025-08-09,18:55,LE DEZALEY/KLOTEN,72.12,Ada,Dining,date_night
2025-08-09,19:03,AEROPORTO TAXI HAMBURG DE KD.NR 9758699,35.73,Noemi,Transport,trip
2025-08-09,20:45,AIRBNB PAYMENTS LUGANO CH,420.90,Bruno,Travel,trip
2025-08-09,20:57,Kaufleuten,26.73,Bruno,Entertainment,date_night
2025-08-09,21:01,GUIDED CITY TOUR,56.35,Noemi,Entertainment,trip
2025-08-10,04:25,NETFLIX,19.96,Noemi,Subscriptions,everyday
2025-08-10,07:28,Kaffeehaus Sperl/LUGANO REF 4597683,14.90,Ada,Cafes,trip
